iter	Logloss
2928	0.1658618472
2929	0.1658483239
2930	0.1658352704
2931	0.1658167501
2932	0.1658043899
2933	0.1657878016
2934	0.1657719929
2935	0.165758531
2936	0.1657339765
2937	0.1657196184
2938	0.1657031204
2939	0.1656885474
2940	0.165675253
2941	0.1656547307
2942	0.1656373602
2943	0.165622075
2944	0.1656081759
2945	0.1655936416
2946	0.1655798037
2947	0.1655662797
2948	0.1655563738
2949	0.1655438449
2950	0.1655299349
2951	0.1655164569
2952	0.1654993605
2953	0.1654832095
2954	0.1654659104
2955	0.1654517615
2956	0.1654404782
2957	0.1654269217
2958	0.1654096492
2959	0.1653981005
2960	0.165385391
2961	0.165375182
2962	0.1653594497
2963	0.1653491423
2964	0.1653388536
2965	0.1653227267
2966	0.1653123099
2967	0.1652979837
2968	0.1652886181
2969	0.1652764663
2970	0.1652605717
2971	0.1652403738
2972	0.1652281546
2973	0.1652130264
2974	0.1652010688
2975	0.1651878356
2976	0.1651696566
2977	0.1651513266
2978	0.1651390008
2979	0.1651212295
2980	0.1651113498
2981	0.1650982057
2982	0.1650754006
2983	0.1650630498
2984	0.1650496158
2985	0.165037654
2986	0.1650248229
2987	0.1650120501
2988	0.1649965771
2989	0.1649819019
2990	0.1649661254
2991	0.1649518449
2992	0.164940424
2993	0.1649222589
2994	0.1649050928
2995	0.1648829057
2996	0.164864401
2997	0.1648517813
2998	0.1648399403
2999	0.1648201954
